FUND TYPE,FUND CODE,FUND DESCRIPTION,DEPARTMENT CODE,DEPARTMENT DESCRIPTION,ORGANIZATION CODE,DIVISION CODE,DIVISION DESCRIPTION,SECTION CODE,SECTION DESCRIPTION,SUB-SECTION CODE,SUB-SECTION DESCRIPTION,SCHEDULE / GRADE,BARGAINING UNIT,TITLE CODE,TITLE DESCRIPTION,BUDGETED UNIT,TOTAL BUDGETED UNIT,POSITION CONTROL,BUDGETED PAY RATE,TOTAL BUDGETED AMOUNT
Grant,884,DHS-DCCA PROGRAM,50,FAMILY AND SUPPORT SERVICES,1005,2805,CSBG,3805,Community Services Block Grant,0,,B 10,1,302,Administrative Assistant II,Annual,1,1,55212.00,55212.00
Grant,884,DHS-DCCA PROGRAM,50,FAMILY AND SUPPORT SERVICES,1005,2805,CSBG,3805,Community Services Block Grant,0,,B 10,1,302,Administrative Assistant II,Annual,2,1,52740.00,105480.00
Grant,884,DHS-DCCA PROGRAM,50,FAMILY AND SUPPORT SERVICES,1005,2805,CSBG,3805,Community Services Block Grant,0,,B 10,1,302,Administrative Assistant II,Annual,1,1,50280.00,50280.00
Grant,884,DHS-DCCA PROGRAM,50,FAMILY AND SUPPORT SERVICES,1005,2805,CSBG,3805,Community Services Block Grant,0,,B 10,1,302,Administrative Assistant II,Annual,1,1,48048.00,48048.00
Grant,884,DHS-DCCA PROGRAM,50,FAMILY AND SUPPORT SERVICES,1005,2805,CSBG,3805,Community Services Block Grant,0,,G 07,4,193,Auditor III,Annual,1,1,91224.00,91224.00
Grant,884,DHS-DCCA PROGRAM,50,FAMILY AND SUPPORT SERVICES,1005,2805,CSBG,3805,Community Services Block Grant,0,,B 12,4,184,Accounting Technician III,Annual,1,1,66492.00,66492.00
Grant,884,DHS-DCCA PROGRAM,50,FAMILY AND SUPPORT SERVICES,1005,2805,CSBG,3805,Community Services Block Grant,0,,3 00,10,123,Fiscal Administrator,Annual,1,1,102060.00,102060.00
Grant,884,DHS-DCCA PROGRAM,50,FAMILY AND SUPPORT SERVICES,1005,2805,CSBG,3805,Community Services Block Grant,0,,3 00,10,120,Supervisor of Accounting,Annual,1,1,95832.00,95832.00
Grant,884,DHS-DCCA PROGRAM,50,FAMILY AND SUPPORT SERVICES,1005,2805,CSBG,3805,Community Services Block Grant,0,,G 07,4,104,Accountant IV,Annual,1,1,91224.00,91224.00
Grant,884,DHS-DCCA PROGRAM,50,FAMILY AND SUPPORT SERVICES,1005,2805,CSBG,3805,Community Services Block Grant,0,,1 00,0,44,Fringe Benefits,Annual,0,0,2260459.00,2260459.00
Grant,884,DHS-DCCA PROGRAM,50,FAMILY AND SUPPORT SERVICES,1005,2805,CSBG,3805,Community Services Block Grant,0,,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,39944.00,39944.00
Grant,890,HEAD START,27,FINANCE,1005,2801,DHS ACCOUNTING,3801,DHS Accounting,0,,B 11,1,190,Accounting Technician II,Annual,2,1,69648.00,139296.00
Grant,890,HEAD START,27,FINANCE,1005,2801,DHS ACCOUNTING,3801,DHS Accounting,0,,G 07,4,104,Accountant IV,Annual,1,1,79212.00,79212.00
Grant,890,HEAD START,27,FINANCE,1005,2801,DHS ACCOUNTING,3801,DHS Accounting,0,,1 00,0,44,Fringe Benefits,Annual,0,0,83623.00,83623.00
Grant,890,HEAD START,27,FINANCE,1005,2801,DHS ACCOUNTING,3801,DHS Accounting,0,,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,3450.00,3450.00
Grant,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,1005,2860,HEAD START,3905,Head Start,0,,3 00,20,3906,Assistant Director of Children Services,Annual,1,1,102060.00,102060.00
Grant,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,1005,2860,HEAD START,3905,Head Start,0,,3 00,20,3906,Assistant Director of Children Services,Annual,1,1,69684.00,69684.00
Grant,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,1005,2860,HEAD START,3905,Head Start,0,,GY 07,10,2918,Chief Planning Analyst,Annual,1,1,80256.00,80256.00
Grant,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,1005,2860,HEAD START,3905,Head Start,0,,B 13,1,2915,Program Auditor II,Annual,1,1,69648.00,69648.00
Grant,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,1005,2860,HEAD START,3905,Head Start,0,,B 13,1,2915,Program Auditor II,Annual,1,1,63456.00,63456.00
Grant,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,1005,2860,HEAD START,3905,Head Start,0,,GY 07,10,2902,Chief Research Analyst,Annual,1,1,80256.00,80256.00
Grant,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,1005,2860,HEAD START,3905,Head Start,0,,3 00,20,2901,Director of Planning  Research and Development,Annual,1,1,84180.00,84180.00
Grant,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,1005,2860,HEAD START,3905,Head Start,0,,B 12,1,1342,Senior Personnel Assistant,Annual,1,1,69648.00,69648.00
Grant,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,1005,2860,HEAD START,3905,Head Start,0,,BX 15,20,1302,Administrative Services Officer II,Annual,1,1,70380.00,70380.00
Grant,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,1005,2860,HEAD START,3905,Head Start,0,,BX 12,20,810,Executive Secretary II,Annual,1,1,57648.00,57648.00
Grant,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,1005,2860,HEAD START,3905,Head Start,0,,B 10,1,694,Reprographics Technician III,Annual,1,1,57828.00,57828.00
Grant,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,1005,2860,HEAD START,3905,Head Start,0,,GY 06,10,684,Data Base Analyst,Annual,1,1,73584.00,73584.00
Grant,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,1005,2860,HEAD START,3905,Head Start,0,,G 08,4,673,Senior Data Base Analyst,Annual,1,1,99648.00,99648.00
Grant,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,1005,2860,HEAD START,3905,Head Start,0,,G 06,4,638,Programmer/Analyst,Annual,1,1,83640.00,83640.00
Grant,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,1005,2860,HEAD START,3905,Head Start,0,,G 08,4,635,Senior Programmer/Analyst,Annual,1,1,99648.00,99648.00
Grant,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,1005,2860,HEAD START,3905,Head Start,0,,B 10,1,431,Clerk IV,Annual,1,1,63456.00,63456.00
Grant,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,1005,2860,HEAD START,3905,Head Start,0,,B 08,1,430,Clerk III,Annual,1,1,52740.00,52740.00
Grant,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,1005,2860,HEAD START,3905,Head Start,0,,BX 16,20,381,Director of Administration II,Annual,1,1,80916.00,80916.00
Grant,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,1005,2860,HEAD START,3905,Head Start,0,,3 00,0,379,Director of Administration,Annual,1,1,111996.00,111996.00
Grant,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,1005,2860,HEAD START,3905,Head Start,0,,BX 13,10,378,Administrative Supervisor,Annual,1,1,60408.00,60408.00
Grant,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,1005,2860,HEAD START,3905,Head Start,0,,BX 13,20,366,Staff Assistant - Excluded,Annual,2,1,54492.00,108984.00
Grant,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,1005,2860,HEAD START,3905,Head Start,0,,BX 16,20,309,Coordinator of Special Projects,Annual,1,1,80916.00,80916.00
Grant,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,1005,2860,HEAD START,3905,Head Start,0,,BX 16,20,309,Coordinator of Special Projects,Annual,1,1,73752.00,73752.00
Grant,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,1005,2860,HEAD START,3905,Head Start,0,,BZ 13,1,308,Staff Assistant,Annual,1,1,75240.00,75240.00
Grant,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,1005,2860,HEAD START,3905,Head Start,0,,BZ 13,1,308,Staff Assistant,Annual,1,1,65220.00,65220.00
Grant,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,1005,2860,HEAD START,3905,Head Start,0,,BZ 13,1,308,Staff Assistant,Annual,1,1,64548.00,64548.00
Grant,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,1005,2860,HEAD START,3905,Head Start,0,,BZ 13,1,308,Staff Assistant,Annual,1,1,61620.00,61620.00
Grant,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,1005,2860,HEAD START,3905,Head Start,0,,BX 17,10,304,Assistant to Commissioner,Annual,1,1,97416.00,97416.00
Grant,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,1005,2860,HEAD START,3905,Head Start,0,,B 10,1,302,Administrative Assistant II,Annual,1,1,63456.00,63456.00
Grant,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,1005,2860,HEAD START,3905,Head Start,0,,B 10,1,302,Administrative Assistant II,Annual,1,1,57828.00,57828.00
Grant,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,1005,2860,HEAD START,3905,Head Start,0,,G 09,4,194,Auditor IV,Annual,1,1,108924.00,108924.00
Grant,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,1005,2860,HEAD START,3905,Head Start,0,,G 06,4,103,Accountant III,Annual,1,1,83640.00,83640.00
Grant,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,1005,2860,HEAD START,3905,Head Start,0,,1 00,0,44,Fringe Benefits,Annual,0,0,1087564.00,1087564.00
Grant,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,1005,2860,HEAD START,3905,Head Start,0,,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,10688.00,10688.00
Grant,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,1005,2860,HEAD START,3907,Head Start,0,,3 00,20,3954,Director of Children Services,Annual,1,1,92100.00,92100.00
Grant,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,1005,2860,HEAD START,3907,Head Start,0,,3 00,20,3954,Director of Children Services,Annual,1,1,88476.00,88476.00
Grant,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,1005,2860,HEAD START,3907,Head Start,0,,BX 15,10,3953,Supervisor of Children Services Programs,Annual,1,1,77280.00,77280.00
Grant,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,1005,2860,HEAD START,3907,Head Start,0,,BX 15,10,3953,Supervisor of Children Services Programs,Annual,1,1,63516.00,63516.00
Grant,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,1005,2860,HEAD START,3907,Head Start,0,,BX 15,10,3953,Supervisor of Children Services Programs,Annual,1,1,62640.00,62640.00
Grant,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,1005,2860,HEAD START,3907,Head Start,0,,BX 15,10,3953,Supervisor of Children Services Programs,Annual,1,1,59796.00,59796.00
Grant,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,1005,2860,HEAD START,3907,Head Start,0,,B 13,1,3914,Support Services Coordinator,Annual,1,1,83832.00,83832.00
Grant,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,1005,2860,HEAD START,3907,Head Start,0,,B 13,1,3914,Support Services Coordinator,Annual,1,1,76428.00,76428.00
Grant,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,1005,2860,HEAD START,3907,Head Start,0,,B 13,1,3914,Support Services Coordinator,Annual,5,1,66492.00,332460.00
Grant,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,1005,2860,HEAD START,3907,Head Start,0,,B 13,1,3914,Support Services Coordinator,Annual,11,1,59976.00,659736.00
Grant,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,1005,2860,HEAD START,3907,Head Start,0,,3 00,20,3906,Assistant Director of Children Services,Annual,1,1,89364.00,89364.00
Grant,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,1005,2860,HEAD START,3907,Head Start,0,,BX 16,10,3076,Coordinator of Community Services,Annual,1,1,73752.00,73752.00
Grant,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,1005,2860,HEAD START,3907,Head Start,0,,BX 15,10,1912,Project Coordinator,Annual,1,1,77280.00,77280.00
Grant,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,1005,2860,HEAD START,3907,Head Start,0,,BX 10,10,904,Supervising Audio-Vision Tester,Annual,1,1,45684.00,45684.00
Grant,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,1005,2860,HEAD START,3907,Head Start,0,,B 08,3,903,Audio-Vision Tester,Annual,3,1,41784.00,125352.00
Grant,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,1005,2860,HEAD START,3907,Head Start,0,,B 08,3,903,Audio-Vision Tester,Annual,1,1,39912.00,39912.00
Grant,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,1005,2860,HEAD START,3907,Head Start,0,,B 08,3,903,Audio-Vision Tester,Annual,1,1,35976.00,35976.00
Grant,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,1005,2860,HEAD START,3907,Head Start,0,,B 08,3,903,Audio-Vision Tester,Annual,3,1,34380.00,103140.00
Grant,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,1005,2860,HEAD START,3907,Head Start,0,,B 08,3,903,Audio-Vision Tester,Annual,3,1,31308.00,93924.00
Grant,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,1005,2860,HEAD START,3907,Head Start,0,,BX 16,20,309,Coordinator of Special Projects,Annual,1,1,69684.00,69684.00
Grant,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,1005,2860,HEAD START,3907,Head Start,0,,BZ 13,1,308,Staff Assistant,Annual,1,1,58812.00,58812.00
Grant,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,1005,2860,HEAD START,3907,Head Start,0,,1 00,0,44,Fringe Benefits,Annual,0,0,921980.00,921980.00
Grant,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,1005,2860,HEAD START,3907,Head Start,0,,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,16478.00,16478.00
Grant,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,1005,2860,HEAD START,3909,Head Start,0,,B 13,1,3914,Support Services Coordinator,Annual,2,1,83832.00,167664.00
Grant,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,1005,2860,HEAD START,3909,Head Start,0,,B 13,1,3914,Support Services Coordinator,Annual,2,1,66492.00,132984.00
Grant,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,1005,2860,HEAD START,3909,Head Start,0,,B 13,1,3914,Support Services Coordinator,Annual,1,1,63456.00,63456.00
Grant,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,1005,2860,HEAD START,3909,Head Start,0,,B 13,1,3914,Support Services Coordinator,Annual,4,1,59976.00,239904.00
Grant,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,1005,2860,HEAD START,3910,Head Start,0,,GY 07,10,2918,Chief Planning Analyst,Annual,1,1,76116.00,76116.00
Grant,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,1005,2860,HEAD START,3910,Head Start,0,,BX 16,10,2916,Supervising Program Auditor,Annual,1,1,77280.00,77280.00
Grant,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,1005,2860,HEAD START,3910,Head Start,0,,B 13,1,2915,Program Auditor II,Annual,1,1,83832.00,83832.00
Grant,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,1005,2860,HEAD START,3910,Head Start,0,,B 13,1,2915,Program Auditor II,Annual,1,1,69648.00,69648.00
Grant,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,1005,2860,HEAD START,3910,Head Start,0,,B 13,1,2915,Program Auditor II,Annual,2,1,66492.00,132984.00
Grant,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,1005,2860,HEAD START,3910,Head Start,0,,B 13,1,1233,Licensing Coordinator,Annual,1,1,69648.00,69648.00
Grant,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,1005,2860,HEAD START,3910,Head Start,0,,3 00,20,1191,Contracts Administrator,Annual,1,1,83352.00,83352.00
Grant,898,IL LIBRARY DEVELOPMENT,91,CHICAGO PUBLIC LIBRARY,1005,2895,ILL LIBRARY DEVEL. PER CAPITA,3906,Administration and Support Services,0,,B 06,1,1805,Stockhandler,Annual,1,1,41784.00,41784.00
Grant,898,IL LIBRARY DEVELOPMENT,91,CHICAGO PUBLIC LIBRARY,1005,2895,ILL LIBRARY DEVEL. PER CAPITA,3906,Administration and Support Services,0,,B 06,1,1805,Stockhandler,Annual,1,1,38064.00,38064.00
Grant,898,IL LIBRARY DEVELOPMENT,91,CHICAGO PUBLIC LIBRARY,1005,2895,ILL LIBRARY DEVEL. PER CAPITA,3906,Administration and Support Services,0,,B 06,1,1804,Stockhandler - Per Agreement,Annual,1,1,45828.00,45828.00
Grant,898,IL LIBRARY DEVELOPMENT,91,CHICAGO PUBLIC LIBRARY,1005,2895,ILL LIBRARY DEVEL. PER CAPITA,3906,Administration and Support Services,0,,B 12,1,1342,Senior Personnel Assistant,Annual,1,1,60600.00,60600.00
Grant,898,IL LIBRARY DEVELOPMENT,91,CHICAGO PUBLIC LIBRARY,1005,2895,ILL LIBRARY DEVEL. PER CAPITA,3906,Administration and Support Services,0,,B 06,5,902,Audio Equipment Technician,Annual,1,1,41784.00,41784.00
Grant,898,IL LIBRARY DEVELOPMENT,91,CHICAGO PUBLIC LIBRARY,1005,2895,ILL LIBRARY DEVEL. PER CAPITA,3906,Administration and Support Services,0,,B 13,1,702,Public Relations Rep II,Annual,1,1,83832.00,83832.00
Grant,898,IL LIBRARY DEVELOPMENT,91,CHICAGO PUBLIC LIBRARY,1005,2895,ILL LIBRARY DEVEL. PER CAPITA,3906,Administration and Support Services,0,,3 00,0,528,Director of Library Programs and Exhibit,Annual,1,1,101004.00,101004.00
Grant,898,IL LIBRARY DEVELOPMENT,91,CHICAGO PUBLIC LIBRARY,1005,2895,ILL LIBRARY DEVEL. PER CAPITA,3906,Administration and Support Services,0,,B 10,1,449,Head Library Clerk,Annual,1,1,63456.00,63456.00
Grant,898,IL LIBRARY DEVELOPMENT,91,CHICAGO PUBLIC LIBRARY,1005,2895,ILL LIBRARY DEVEL. PER CAPITA,3906,Administration and Support Services,0,,B 10,1,449,Head Library Clerk,Annual,1,1,60600.00,60600.00
Grant,898,IL LIBRARY DEVELOPMENT,91,CHICAGO PUBLIC LIBRARY,1005,2895,ILL LIBRARY DEVEL. PER CAPITA,3906,Administration and Support Services,0,,B 08,1,447,Senior Library Clerk,Annual,1,1,52740.00,52740.00
Grant,898,IL LIBRARY DEVELOPMENT,91,CHICAGO PUBLIC LIBRARY,1005,2895,ILL LIBRARY DEVEL. PER CAPITA,3906,Administration and Support Services,0,,1 00,0,44,Fringe Benefits,Annual,0,0,225677.00,225677.00
Grant,898,IL LIBRARY DEVELOPMENT,91,CHICAGO PUBLIC LIBRARY,1005,2895,ILL LIBRARY DEVEL. PER CAPITA,3906,Administration and Support Services,0,,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,2886.00,2886.00
Grant,898,IL LIBRARY DEVELOPMENT,91,CHICAGO PUBLIC LIBRARY,1005,2895,ILL LIBRARY DEVEL. PER CAPITA,3910,Reference and Circulation Services,0,,BX 14,10,1576,Chief Voucher Expediter,Annual,1,1,59796.00,59796.00
Grant,898,IL LIBRARY DEVELOPMENT,91,CHICAGO PUBLIC LIBRARY,1005,2895,ILL LIBRARY DEVEL. PER CAPITA,3910,Reference and Circulation Services,0,,B 11,5,901,Audio-Visual Specialist,Annual,1,1,69648.00,69648.00
Grant,898,IL LIBRARY DEVELOPMENT,91,CHICAGO PUBLIC LIBRARY,1005,2895,ILL LIBRARY DEVEL. PER CAPITA,3910,Reference and Circulation Services,0,,BX 13,10,841,Manager of Data Entry Operators,Annual,1,1,64152.00,64152.00
Grant,898,IL LIBRARY DEVELOPMENT,91,CHICAGO PUBLIC LIBRARY,1005,2895,ILL LIBRARY DEVEL. PER CAPITA,3910,Reference and Circulation Services,0,,B 09,1,665,Senior Data Entry Operator,Annual,1,1,52740.00,52740.00
Grant,898,IL LIBRARY DEVELOPMENT,91,CHICAGO PUBLIC LIBRARY,1005,2895,ILL LIBRARY DEVEL. PER CAPITA,3910,Reference and Circulation Services,0,,B 09,1,665,Senior Data Entry Operator,Annual,1,1,45828.00,45828.00
Grant,898,IL LIBRARY DEVELOPMENT,91,CHICAGO PUBLIC LIBRARY,1005,2895,ILL LIBRARY DEVEL. PER CAPITA,3910,Reference and Circulation Services,0,,G 07,5,579,Librarian IV,Annual,5,1,91224.00,456120.00
Grant,898,IL LIBRARY DEVELOPMENT,91,CHICAGO PUBLIC LIBRARY,1005,2895,ILL LIBRARY DEVEL. PER CAPITA,3910,Reference and Circulation Services,0,,G 07,5,579,Librarian IV,Annual,1,1,68616.00,68616.00
Grant,898,IL LIBRARY DEVELOPMENT,91,CHICAGO PUBLIC LIBRARY,1005,2895,ILL LIBRARY DEVEL. PER CAPITA,3910,Reference and Circulation Services,0,,G 07,5,579,Librarian IV,Annual,1,1,65424.00,65424.00
Grant,898,IL LIBRARY DEVELOPMENT,91,CHICAGO PUBLIC LIBRARY,1005,2895,ILL LIBRARY DEVEL. PER CAPITA,3910,Reference and Circulation Services,0,,G 03,5,575,Library Associate - Hourly,Hourly,4800,0,22.72,109056.00
Grant,898,IL LIBRARY DEVELOPMENT,91,CHICAGO PUBLIC LIBRARY,1005,2895,ILL LIBRARY DEVEL. PER CAPITA,3910,Reference and Circulation Services,0,,G 06,5,574,Librarian III,Annual,2,1,83640.00,167280.00
Grant,898,IL LIBRARY DEVELOPMENT,91,CHICAGO PUBLIC LIBRARY,1005,2895,ILL LIBRARY DEVEL. PER CAPITA,3910,Reference and Circulation Services,0,,G 03,5,573,Library Associate,Annual,3,1,62916.00,188748.00
Grant,898,IL LIBRARY DEVELOPMENT,91,CHICAGO PUBLIC LIBRARY,1005,2895,ILL LIBRARY DEVEL. PER CAPITA,3910,Reference and Circulation Services,0,,G 03,5,573,Library Associate,Annual,1,1,56472.00,56472.00
Grant,898,IL LIBRARY DEVELOPMENT,91,CHICAGO PUBLIC LIBRARY,1005,2895,ILL LIBRARY DEVEL. PER CAPITA,3910,Reference and Circulation Services,0,,G 05,5,507,Senior Archival Specialist,Annual,2,1,76524.00,153048.00
Grant,898,IL LIBRARY DEVELOPMENT,91,CHICAGO PUBLIC LIBRARY,1005,2895,ILL LIBRARY DEVEL. PER CAPITA,3910,Reference and Circulation Services,0,,G 05,5,507,Senior Archival Specialist,Annual,1,1,53808.00,53808.00
Grant,898,IL LIBRARY DEVELOPMENT,91,CHICAGO PUBLIC LIBRARY,1005,2895,ILL LIBRARY DEVEL. PER CAPITA,3910,Reference and Circulation Services,0,,G 05,5,506,Librarian II,Annual,2,1,76524.00,153048.00
Grant,898,IL LIBRARY DEVELOPMENT,91,CHICAGO PUBLIC LIBRARY,1005,2895,ILL LIBRARY DEVEL. PER CAPITA,3910,Reference and Circulation Services,0,,G 05,5,506,Librarian II,Annual,1,1,68616.00,68616.00
Grant,0M08,STATE FUNDED IDOT PROJECTS,58,OEMC,1010,2877,URBAN AREAS SECURITY INITIATIV,3877,Urban Areas Security Initiative,0,,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,1593.00,1593.00
Grant,898,IL LIBRARY DEVELOPMENT,91,CHICAGO PUBLIC LIBRARY,1005,2895,ILL LIBRARY DEVEL. PER CAPITA,3910,Reference and Circulation Services,0,,G 05,5,506,Librarian II,Annual,1,1,53808.00,53808.00
Grant,898,IL LIBRARY DEVELOPMENT,91,CHICAGO PUBLIC LIBRARY,1005,2895,ILL LIBRARY DEVEL. PER CAPITA,3910,Reference and Circulation Services,0,,G 04,5,502,Archival Specialist,Annual,1,1,69300.00,69300.00
Grant,898,IL LIBRARY DEVELOPMENT,91,CHICAGO PUBLIC LIBRARY,1005,2895,ILL LIBRARY DEVEL. PER CAPITA,3910,Reference and Circulation Services,0,,G 04,5,501,Librarian I,Annual,7,1,69300.00,485100.00
Grant,898,IL LIBRARY DEVELOPMENT,91,CHICAGO PUBLIC LIBRARY,1005,2895,ILL LIBRARY DEVEL. PER CAPITA,3910,Reference and Circulation Services,0,,G 04,5,501,Librarian I,Annual,2,1,65424.00,130848.00
Grant,898,IL LIBRARY DEVELOPMENT,91,CHICAGO PUBLIC LIBRARY,1005,2895,ILL LIBRARY DEVEL. PER CAPITA,3910,Reference and Circulation Services,0,,G 04,5,501,Librarian I,Annual,1,1,62292.00,62292.00
Grant,898,IL LIBRARY DEVELOPMENT,91,CHICAGO PUBLIC LIBRARY,1005,2895,ILL LIBRARY DEVEL. PER CAPITA,3910,Reference and Circulation Services,0,,G 04,5,501,Librarian I,Annual,1,1,53808.00,53808.00
Grant,898,IL LIBRARY DEVELOPMENT,91,CHICAGO PUBLIC LIBRARY,1005,2895,ILL LIBRARY DEVEL. PER CAPITA,3910,Reference and Circulation Services,0,,G 04,5,501,Librarian I,Annual,1,1,51180.00,51180.00
Grant,898,IL LIBRARY DEVELOPMENT,91,CHICAGO PUBLIC LIBRARY,1005,2895,ILL LIBRARY DEVEL. PER CAPITA,3910,Reference and Circulation Services,0,,G 04,5,501,Librarian I,Annual,3,1,48828.00,146484.00
Grant,898,IL LIBRARY DEVELOPMENT,91,CHICAGO PUBLIC LIBRARY,1005,2895,ILL LIBRARY DEVEL. PER CAPITA,3910,Reference and Circulation Services,0,,B 10,1,449,Head Library Clerk,Annual,1,1,60600.00,60600.00
Grant,898,IL LIBRARY DEVELOPMENT,91,CHICAGO PUBLIC LIBRARY,1005,2895,ILL LIBRARY DEVEL. PER CAPITA,3910,Reference and Circulation Services,0,,B 10,1,449,Head Library Clerk,Annual,1,1,57828.00,57828.00
Grant,898,IL LIBRARY DEVELOPMENT,91,CHICAGO PUBLIC LIBRARY,1005,2895,ILL LIBRARY DEVEL. PER CAPITA,3910,Reference and Circulation Services,0,,B 08,1,447,Senior Library Clerk,Annual,1,1,52740.00,52740.00
Grant,898,IL LIBRARY DEVELOPMENT,91,CHICAGO PUBLIC LIBRARY,1005,2895,ILL LIBRARY DEVEL. PER CAPITA,3910,Reference and Circulation Services,0,,B 08,1,447,Senior Library Clerk,Annual,2,1,48048.00,96096.00
Grant,898,IL LIBRARY DEVELOPMENT,91,CHICAGO PUBLIC LIBRARY,1005,2895,ILL LIBRARY DEVEL. PER CAPITA,3910,Reference and Circulation Services,0,,B 08,1,447,Senior Library Clerk,Annual,2,1,45828.00,91656.00
Grant,898,IL LIBRARY DEVELOPMENT,91,CHICAGO PUBLIC LIBRARY,1005,2895,ILL LIBRARY DEVEL. PER CAPITA,3910,Reference and Circulation Services,0,,B 08,1,447,Senior Library Clerk,Annual,6,1,43740.00,262440.00
Grant,898,IL LIBRARY DEVELOPMENT,91,CHICAGO PUBLIC LIBRARY,1005,2895,ILL LIBRARY DEVEL. PER CAPITA,3910,Reference and Circulation Services,0,,B 08,1,447,Senior Library Clerk,Annual,1,1,39912.00,39912.00
Grant,898,IL LIBRARY DEVELOPMENT,91,CHICAGO PUBLIC LIBRARY,1005,2895,ILL LIBRARY DEVEL. PER CAPITA,3910,Reference and Circulation Services,0,,B 10,1,431,Clerk IV,Annual,1,1,60600.00,60600.00
