FUND TYPE,FUND CODE,FUND DESCRIPTION,DEPARTMENT NUMBER,DEPARTMENT DESCRIPTION,ORGANIZATION CODE,DIVISION CODE,DIVISION DESCRIPTION,SECTION CODE,SECTION DESCRIPTION,SUB-SECTION CODE,SUB-SECTION DESCRIPTION,SCHEDULE/GRADE,BARGAINING UNIT,TITLE CODE,TITLE DESCRIPTION,BUDGETED UNIT,TOTAL BUDGETED UNIT,POSITION CONTROL,BUDGETED PAY RATE,TOTAL BUDGETED AMOUNT
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4717,4717 Skilled Trades,2 0,14,4774,Steamfitter,Hourly,9,1,44.05,824616
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4717,4717 Skilled Trades,300,25,4656,Sign Painter,Hourly,3,1,32.77,204485
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4717,4717 Skilled Trades,2 0,39,4636,Foreman of Painters,Hourly,1,1,42.75,88920
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4717,4717 Skilled Trades,2 0,39,4634,Painter,Hourly,3,1,40.38,251971
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4717,4717 Skilled Trades,2 0,39,4634,Painter,Hourly,30,1,38.00,2371200
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4717,4717 Skilled Trades,2 0,39,4630,General Foreman of Painters,Monthly,1,1,8233.33,98800
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4717,4717 Skilled Trades,2 0,53,4566,General Foreman of Construction Laborers,Hourly,1,1,39.59,82347
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4717,4717 Skilled Trades,2 0,50,4303,Foreman of Carpenters,Hourly,1,1,43.27,90002
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4717,4717 Skilled Trades,2 0,50,4301,Carpenter,Hourly,18,1,40.77,1526429
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4727,4727 Custodial/Labor Services,2 0,54,953C,Laborer,Hourly,57600,0,29.57,1703232
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4727,4727 Custodial/Labor Services,2 0,54,9533,Laborer,Hourly,60,1,29.57,3690336
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4727,4727 Custodial/Labor Services,2 0,53,8244,Foreman of Laborers,Hourly,1,1,36.10,75088
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4727,4727 Custodial/Labor Services,2 0,53,8243,General Foreman of Laborers,Hourly,1,1,39.59,82347
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4727,4727 Custodial/Labor Services,2 0,54,7005,Airport Maintenance Foreman,Hourly,7,1,30.57,445099
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4727,4727 Custodial/Labor Services,2 0,35,4286,Foreman of Window Washers,Monthly,2,1,3845.00,92280
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4727,4727 Custodial/Labor Services,2 0,35,4285,Window Washer,Monthly,1,1,3779.00,45348
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4727,4727 Custodial/Labor Services,2 0,35,4285,Window Washer,Monthly,8,1,3715.00,356640
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4727,4727 Custodial/Labor Services,300,45,4282,Lead Custodial Worker,Hourly,2,1,21.95,91312
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4727,4727 Custodial/Labor Services,300,45,4234,Superintendent of Custodial Workers,Hourly,1,1,28.78,59862
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4727,4727 Custodial/Labor Services,300,45,4225,Foreman of Custodial Workers,Hourly,4,1,23.61,196435
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4727,4727 Custodial/Labor Services,300,45,4223,Custodial Worker,Hourly,61,1,19.20,2436096
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4727,4727 Custodial/Labor Services,300,45,4223,Custodial Worker,Hourly,2,1,18.97,78915
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4727,4727 Custodial/Labor Services,300,45,4223,Custodial Worker,Hourly,21,1,12.40,541632
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4727,4727 Custodial/Labor Services,0,45,4223,Custodial Worker,Hourly,13,1,11.90,321776
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4800,4800 Security Operations,100,9,9813,Managing Deputy Commissioner,Annual,1,1,130380.00,130380
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4800,4800 Security Operations,100,9,9679,Deputy Commissioner,Annual,1,1,111216.00,111216
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4800,4800 Security Operations,I12,2,4211,Aviation Security Officer - Hourly,Hourly,20220,0,20.44,413297
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4800,4800 Security Operations,I13,2,4210,Aviation Security Officer,Annual,2,1,77784.00,155568
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4800,4800 Security Operations,I13,2,4210,Aviation Security Officer,Annual,11,1,70884.00,779724
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4800,4800 Security Operations,I13,2,4210,Aviation Security Officer,Annual,12,1,67656.00,811872
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4800,4800 Security Operations,I13,2,4210,Aviation Security Officer,Annual,16,1,64596.00,1033536
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4800,4800 Security Operations,I13,2,4210,Aviation Security Officer,Annual,22,1,61692.00,1357224
Local,0B21,TIF ADMINISTRATION,5,OFFICE OF BUDGET & MANAGEMENT,1005,2005,OFFICE OF BUDGET & MANAGEMENT,3040,3040 TIF Administration,0, ,300,0,306,Assistant Director,Annual,1,1,87552.00,87552
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4800,4800 Security Operations,I13,2,4210,Aviation Security Officer,Annual,19,1,58860.00,1118340
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4800,4800 Security Operations,I13,2,4210,Aviation Security Officer,Annual,24,1,56208.00,1348992
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4800,4800 Security Operations,I13,2,4210,Aviation Security Officer,Annual,12,1,53628.00,643536
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4800,4800 Security Operations,I13,2,4210,Aviation Security Officer,Annual,29,1,51216.00,1485264
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4800,4800 Security Operations,I13,2,4210,Aviation Security Officer,Annual,9,1,48924.00,440316
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4800,4800 Security Operations,13,2,4210,Aviation Security Officer,Annual,18,1,46656.00,839808
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4800,4800 Security Operations,BX14,58,4209,Aviation Security Sergeant,Annual,2,1,77280.00,154560
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4800,4800 Security Operations,BX14,58,4209,Aviation Security Sergeant,Annual,3,1,73752.00,221256
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4800,4800 Security Operations,BX14,58,4209,Aviation Security Sergeant,Annual,2,1,70380.00,140760
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4800,4800 Security Operations,BX14,58,4209,Aviation Security Sergeant,Annual,1,1,67224.00,67224
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4800,4800 Security Operations,BX14,58,4209,Aviation Security Sergeant,Annual,1,1,64152.00,64152
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4800,4800 Security Operations,BX14,58,4209,Aviation Security Sergeant,Annual,2,1,63276.00,126552
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4800,4800 Security Operations,BX14,58,4209,Aviation Security Sergeant,Annual,1,1,59796.00,59796
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4800,4800 Security Operations,BX14,58,4209,Aviation Security Sergeant,Annual,1,1,57084.00,57084
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4800,4800 Security Operations,BX14,58,4209,Aviation Security Sergeant,Annual,1,1,54492.00,54492
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4800,4800 Security Operations,14,58,4209,Aviation Security Sergeant,Annual,1,1,49668.00,49668
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4800,4800 Security Operations,14,58,4209,Aviation Security Sergeant,Annual,2,1,52008.00,104016
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4800,4800 Security Operations,BX16,10,4208,Shift Supervisor of Aviation Security,Annual,1,1,93024.00,93024
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4800,4800 Security Operations,BX16,10,4208,Shift Supervisor of Aviation Security,Annual,2,1,88812.00,177624
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4800,4800 Security Operations,BX16,10,4208,Shift Supervisor of Aviation Security,Annual,2,1,84780.00,169560
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4800,4800 Security Operations,BX16,10,4208,Shift Supervisor of Aviation Security,Annual,1,1,80916.00,80916
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4800,4800 Security Operations,BX16,10,4208,Shift Supervisor of Aviation Security,Annual,1,1,73752.00,73752
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4800,4800 Security Operations,BX16,10,4208,Shift Supervisor of Aviation Security,Annual,1,1,59796.00,59796
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4800,4800 Security Operations,17,10,4206,Manager of Security Communication Center,Annual,1,1,88812.00,88812
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4800,4800 Security Operations,B10,1,431,Clerk IV,Annual,1,1,57828.00,57828
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4800,4800 Security Operations,BX14,20,318,Assistant to the Commissioner,Annual,1,1,67224.00,67224
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4800,4800 Security Operations,BX14,20,318,Assistant to the Commissioner,Annual,1,1,59796.00,59796
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4800,4800 Security Operations,300,9,313,Assistant Commissioner,Annual,1,1,96768.00,96768
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4800,4800 Security Operations,300,9,313,Assistant Commissioner,Annual,1,1,93912.00,93912
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4800,4800 Security Operations,300,9,311,Projects Administrator,Annual,1,1,101004.00,101004
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4800,4800 Security Operations,300,9,311,Projects Administrator,Annual,1,1,77772.00,77772
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4800,4800 Security Operations,BX16,20,309,Coordinator of Special Projects,Annual,1,1,80916.00,80916
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4800,4800 Security Operations,17,10,304,Assistant to Commissioner,Annual,1,1,66564.00,66564
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4800,4800 Security Operations,B10,1,302,Administrative Assistant II,Annual,1,1,43320.00,43320
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4810,4810 Safety,100,9,9679,Deputy Commissioner,Annual,1,1,116904.00,116904
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4810,4810 Safety,BX17,10,7007,Aviation Safety Director,Annual,1,1,88812.00,88812
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4810,4810 Safety,BX17,10,7007,Aviation Safety Director,Annual,1,1,66564.00,66564
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4810,4810 Safety,V13,54,6305,Safety Specialist,Annual,2,1,59976.00,119952
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4810,4810 Safety,B13,1,6122,Safety Specialist,Annual,1,1,59976.00,59976
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4810,4810 Safety,B10,1,302,Administrative Assistant II,Annual,1,1,63456.00,63456
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4818,4818 ID Badging,0,32,5043,Electronics Technician,Monthly,1,1,5727.00,68724
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4818,4818 ID Badging,B09,1,665,Senior Data Entry Operator,Annual,1,1,50280.00,50280
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4818,4818 ID Badging,B08,1,664,Data Entry Operator,Annual,1,1,45828.00,45828
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4818,4818 ID Badging,B08,1,664,Data Entry Operator,Annual,1,1,43740.00,43740
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4818,4818 ID Badging,B08,1,664,Data Entry Operator,Annual,1,1,41784.00,41784
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4818,4818 ID Badging,B08,1,664,Data Entry Operator,Annual,1,1,35976.00,35976
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4818,4818 ID Badging,B08,1,430,Clerk III,Annual,1,1,45828.00,45828
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4818,4818 ID Badging,16,10,375,Manager - Aviation Id Badge Operations,Annual,1,1,59796.00,59796
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4818,4818 ID Badging,BX13,20,308,Staff Assistant,Annual,1,1,52008.00,52008
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4818,4818 ID Badging,B12,1,303,Administrative Assistant III,Annual,1,1,66492.00,66492
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4818,4818 ID Badging,B10,1,302,Administrative Assistant II,Annual,2,1,60600.00,121200
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4818,4818 ID Badging,B10,1,302,Administrative Assistant II,Annual,1,1,57828.00,57828
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4818,4818 ID Badging,B10,1,302,Administrative Assistant II,Annual,1,1,48048.00,48048
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4909,4909 Landside Operations,I10,2,7482,Parking Enforcement Aide,Annual,1,1,58860.00,58860
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4909,4909 Landside Operations,I10,2,7482,Parking Enforcement Aide,Annual,2,1,51216.00,102432
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4909,4909 Landside Operations,BX13,10,7052,Shift Supervisor of Airport Ground Transportation,Annual,1,1,73752.00,73752
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4909,4909 Landside Operations,BX13,10,7052,Shift Supervisor of Airport Ground Transportation,Annual,2,1,64152.00,128304
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4909,4909 Landside Operations,BX13,10,7052,Shift Supervisor of Airport Ground Transportation,Annual,1,1,45240.00,45240
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4909,4909 Landside Operations,300,20,7020,General Manager of Airport Operations,Annual,1,1,114588.00,114588
