FUND TYPE,DEPARTMENT CODE,DEPARTMENT DESCRIPTION,FUND CODE,FUND DESCRIPTION,ORGANIZATION CODE,ORGANIZATION DESCRIPTION,DIVISION CODE,DIVISION DESCRIPTION,SECTION CODE,SECTION DESCRIPTION,SUB-SECTION CODE,SUB-SECTION DESCRIPTION,SCHEDULE / GRADE,BARGAINING UNIT,TITLE CODE,TITLE DESCRIPTION,BUDGETED UNIT,TOTAL BUDGETED UNIT,POSITION CONTROL,BUDGETED PAY RATE,TOTAL BUDGETED AMOUNT
Local,85,AVIATION,740,Chicago O'Hare Airport Fund,1005,AVIATION,2015,Chicago-O'Hare International Airport,3015,Chicago-O'Hare International Airport,4414,Capital Finance,3 00,10,2926,Supervisor of Grants Administration,Annual,1,1,93864.00,93864.00
Local,38,FFM,610,Chicago Midway Airport Fund,1005,Fleet & Facility Management,2140,Bureau of Fleet Operations,3224,Fleet Operations - Midway,0,,2 0,8,7160,Fleet Services Assistant,Hourly,4,1,24.79,206253.00
Local,27,FINANCE,300,Vehicle Tax Fund,1005,FINANCE,2020,Revenue Services and Operations,3154,Payment Processing,4641,Cashiering,B 10,1,235,Payment Services Representative,Annual,1,1,40020.00,40020.00
Local,27,FINANCE,100,Corporate Fund,1005,FINANCE,2015,Financial Strategy and Operations,3017,Financial Operations,4036,Payroll Systems and Operations,3 00,9,311,Projects Administrator,Annual,1,1,116820.00,116820.00
Local,84,CDOT,300,Vehicle Tax Fund,1125,ENGINEERING,2125,Division of Engineering,3230,Bridges,0,,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,11584.00,11584.00
Local,81,DSS,0B32,Garbage Collection Fund,1015,BUREAU OF SANITATION,2020,Bureau of Sanitation,3050,Solid Waste Collection,4021,Supervisory and Clerical,V 10,54,441,Sanitation Clerk,Annual,1,1,52260.00,52260.00
Local,85,AVIATION,740,Chicago O'Hare Airport Fund,1005,AVIATION,2015,Chicago-O'Hare International Airport,3015,Chicago-O'Hare International Airport,4406,External Communications,1 00,9,9679,Deputy Commissioner,Annual,1,1,120348.00,120348.00
Local,70,BACP,100,Corporate Fund,1005,BACP,2005,Department of Business Affairs and Consumer Protection,3046,Prosecutions and Adjudications,4047,Adjudications,BX 12,20,323,Administrative Assistant III - Excluded,Annual,1,1,44604.00,44604.00
Local,35,DPS,100,Corporate Fund,1005,PROCUREMENT SERVICES,2005,Department of Procurement Services,3012,Contract Management,4132,Vehicles and Heavy Equipment,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,4190.00,4190.00
Local,45,HUMAN RELATIONS,100,Corporate Fund,1005,HUMAN RELATIONS,2005,Commission on Human Relations,3007,Administration,0,,B 12,1,303,Administrative Assistant III,Annual,1,1,88044.00,88044.00
Local,88,DWM,314,Sewer Fund,1015,ENGINEERING SERVICES,2015,Bureau of Engineering Services,3121,Design and Construction Services,4004,Sewer Design and Construction Services,G 07,4,5613,Civil Engineer III,Annual,1,1,73104.00,73104.00
Local,60,COPA,100,Corporate Fund,1005,COPA,2005,Civilian Office of Police Accountability,3010,Investigations,0,,GY 11,0,1249,Supervising Investigator - COPA,Annual,1,1,89928.00,89928.00
Local,91,CPL,346,Library Fund,1005,CHICAGO PUBLIC LIBRARY,2005,Chicago Public Library,3005,Administration and Support Services,0,,G 05,5,506,Librarian II,Annual,1,1,88152.00,88152.00
Local,84,CDOT,100,Corporate Fund,1115,ADMINISTRATION,2115,Division of Administration,3218,Human Resources,4218,Personnel,BX 13,10,1303,Administrative Services Officer I - Excluded,Annual,1,1,79812.00,79812.00
Local,91,CPL,346,Library Fund,1005,CHICAGO PUBLIC LIBRARY,2005,Chicago Public Library,3016,Technical Services,0,,G 06,5,574,Librarian III,Annual,2,1,96360.00,192720.00
Local,85,AVIATION,740,Chicago O'Hare Airport Fund,1005,AVIATION,2015,Chicago-O'Hare International Airport,3015,Chicago-O'Hare International Airport,4818,ID Badging,B 10,1,302,Administrative Assistant II,Annual,6,1,40020.00,240120.00
Local,57,CPD,100,Corporate Fund,1005,Chicago Police Department,2016,Bureau of Detectives,3282,Youth Investigations Division,4285,Special Investigations Unit,D 2A,91,9165,Police Officer - Assigned as Detective,Annual,3,1,103932.00,311796.00
Local,33,DHR,100,Corporate Fund,1005,HUMAN RESOURCES,2005,Department of Human Resources,3015,Workforce Compliance,0,,G 05,1,1308,HR Generalist - DHR,Annual,1,1,60120.00,60120.00
Grant,41,HEALTH,0U23,Immunizations and Vaccines for Children,1005,DEPARTMENT OF PUBLIC HEALTH,2820,Immunizations and Vaccines for Children,3934,Immunization,0,,1 00,0,11,Contract Wage Increment - Salary,Annual,0,0,27951.00,27951.00
Grant,50,DFSS,0Y21,Area Plan on Aging - Older Americans Act - Federal,1005,FAMILY AND SUPPORT SERVICES,2904,Area Plan on Aging - Older Americans Act - Federal,3904,Area Plan on Aging - Older Americans Act - Federal,0,,G 04,3,3066,Elder Protective Investigator I,Annual,1,1,68256.00,68256.00
Local,27,FINANCE,200,Water Fund,1005,FINANCE,2020,Revenue Services and Operations,3220,Accounts Receivable,4205,Billing Exceptions and Escalation,G 04,4,101,Accountant I,Annual,2,1,51840.00,103680.00
Local,57,CPD,100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3453,Research and Development Division,0,,D 01,91,9161,Police Officer,Annual,5,1,87006.00,435030.00
Local,3,OIG,100,Corporate Fund,1005,OFFICE OF INSPECTOR GENERAL,2005,Office of Inspector General,3032,Public Safety Audit,0,,BX 12,20,323,Administrative Assistant III - Excluded,Annual,1,1,46776.00,46776.00
Local,6,DOIT,100,Corporate Fund,1005,DOIT,2005,Department of Innovation and Technology,3380,Data Science Office,0,,3 00,0,649,Project Manager - DoIT,Annual,1,1,102636.00,102636.00
CDBG,67,BUILDINGS,0J45,Community Development Block Grant Year XLV,1005,BUILDINGS,2510,Code Enforcement,3510,Code Enforcement,0,,1 00,0,44,Fringe Benefits,Annual,0,0,928938.00,928938.00
Local,33,DHR,610,Chicago Midway Airport Fund,1005,HUMAN RESOURCES,2005,Department of Human Resources,3620,Employment Services  Hiring and Compensation,0,,G 08,4,1380,Recruiter,Annual,1,1,104052.00,104052.00
Local,60,COPA,100,Corporate Fund,1005,COPA,2005,Civilian Office of Police Accountability,3005,Administration,0,,3 00,0,9661,First Deputy Chief Administrator,Annual,1,1,146940.00,146940.00
Local,58,OEMC,353,Emergency Communication Fund,1010,OEMC,2705,Office of Emergency Management and Communications,3010,Operations,4040,Police Dispatch,I 13,2,8601,Police Communications Operator I,Annual,12,1,85056.00,1020672.00
Local,85,AVIATION,740,Chicago O'Hare Airport Fund,1005,AVIATION,2015,Chicago-O'Hare International Airport,3015,Chicago-O'Hare International Airport,4707,HVAC Plant,2 0,32,5040,Foreman of Electrical Mechanics,Hourly,3,1,51.35,320424.00
Local,57,CPD,100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3017,Office of the General Counsel,4030,Office of the General Counsel,B 13,1,711,Public Information Officer,Annual,1,1,88044.00,88044.00
Local,78,ETHICS,100,Corporate Fund,1005,BOARD OF ETHICS,2005,Board of Ethics,3005,Administration,0,,BX 17,10,3092,Program Director,Annual,1,1,91752.00,91752.00
Local,58,OEMC,100,Corporate Fund,1010,OEMC,2705,Office of Emergency Management and Communications,3050,City Operations,4146,Crossing Guards,H 01,2,9111,Crossing Guard,Hourly,30,1,21.30,498420.00
Local,60,COPA,100,Corporate Fund,1005,COPA,2005,Civilian Office of Police Accountability,3010,Investigations,0,,G 06,3,1247,Investigator - COPA,Annual,1,1,116280.00,116280.00
Local,27,FINANCE,100,Corporate Fund,1005,FINANCE,2012,Accounting and Financial Reporting,3041,Grant and Project Accounting,4096,Voucher / Audit,BX 14,10,156,Supervisor of Voucher Auditing,Annual,1,1,61776.00,61776.00
Local,58,OEMC,100,Corporate Fund,1010,OEMC,2705,Office of Emergency Management and Communications,3050,City Operations,4146,Crossing Guards,I 12,2,9105,Supervising Traffic Control Aide,Annual,7,1,50412.00,352884.00
Local,6,DOIT,100,Corporate Fund,1005,DOIT,2005,Department of Innovation and Technology,3305,Finance and Administration,0,,BX 15,10,134,Financial Analyst,Annual,1,1,96096.00,96096.00
CDBG,48,MOPD,0J45,Community Development Block Grant Year XLV,1005,MOPD,2503,Administration,3503,Administration,0,,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,1360.00,1360.00
Local,27,FINANCE,100,Corporate Fund,1005,FINANCE,2020,Revenue Services and Operations,3156,Tax Policy and Administration,4667,Tax Enforcement,G 05,4,191,Auditor I,Annual,1,1,88152.00,88152.00
Local,84,CDOT,100,Corporate Fund,1130,TRAFFIC SAFETY,2130,Division of Traffic Safety,3130,Traffic Safety,0,,B 12,1,303,Administrative Assistant III,Annual,1,1,76584.00,76584.00
Local,84,CDOT,300,Vehicle Tax Fund,1135,INFRASTRUCTURE MANAGEMENT,2135,Division of Infrastructure Management,3236,Public Way Management,4237,Permitting,B 12,1,303,Administrative Assistant III,Annual,1,1,76584.00,76584.00
CDBG,27,FINANCE,0J45,Community Development Block Grant Year XLV,1005,FINANCE,2512,Accounting and Financial Reporting,3512,Grant and Project Accounting,4514,Systems and Audit Schedules,B 11,1,190,Accounting Technician II,Annual,1,1,73104.00,73104.00
Local,85,AVIATION,610,Chicago Midway Airport Fund,1005,AVIATION,2010,Chicago Midway Airport,3010,Chicago Midway Airport,4300,Administration,3 00,0,310,Project Manager,Annual,1,1,91092.00,91092.00
Local,6,DOIT,100,Corporate Fund,1005,DOIT,2005,Department of Innovation and Technology,3380,Data Science Office,0,,3 00,0,649,Project Manager - DoIT,Annual,1,1,106812.00,106812.00
Local,88,DWM,314,Sewer Fund,1025,OPERATIONS AND DISTRIBUTION,2025,Bureau of Operations and Distribution,3261,System Installation and Maintenance,4012,Sewer System Installation and Maintenance,2 0,53,9411,Construction Laborer,Hourly,87,1,42.84,7752326.00
Local,35,DPS,100,Corporate Fund,1005,PROCUREMENT SERVICES,2005,Department of Procurement Services,3012,Contract Management,4125,Work Services,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,1860.00,1860.00
Local,30,ADMINISTRATIVE HEARINGS,100,Corporate Fund,1005,ADMINISTRATIVE HEARINGS,2005,Department of Administrative Hearings,3015,Operational Services,4025,Customer Services,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,3075.00,3075.00
Local,31,LAW,100,Corporate Fund,1005,LAW,2005,Department of Law,3038,Aviation  Environmental and Regulatory Litigation,4017,Corporate Litigation,L 04,9,1674,Assistant Corporation Counsel Senior,Annual,1,1,107988.00,107988.00
Local,57,CPD,100,Corporate Fund,1005,Chicago Police Department,2018,Bureau of Organized Crime,3306,Vice and Asset Forfeiture Division,4762,Asset Forfeiture,E 04,73,9173,Lieutenant,Annual,1,1,127692.00,127692.00
Local,81,DSS,100,Corporate Fund,1030,BUREAU OF STREET OPERATIONS,2045,Bureau of Street Operations,3390,Field Operations,0,,2 0,8,7184,Pool Motor Truck Driver,Hourly,11,1,36.45,833976.00
Local,88,DWM,200,Water Fund,1035,METER SERVICES,2035,Bureau of Meter Services,3345,Meter Services,0,,J 13,16,1062,Water Meter Assessor,Annual,1,1,57336.00,57336.00
Local,88,DWM,314,Sewer Fund,1025,OPERATIONS AND DISTRIBUTION,2025,Bureau of Operations and Distribution,3261,System Installation and Maintenance,4012,Sewer System Installation and Maintenance,2 0,49,4404,Foreman of Sewer Bricklayers,Hourly,12,1,50.81,1268218.00
Local,60,COPA,100,Corporate Fund,1005,COPA,2005,Civilian Office of Police Accountability,3010,Investigations,0,,B 14,1,1359,Training Officer,Annual,1,1,58032.00,58032.00
Local,84,CDOT,100,Corporate Fund,1150,ELECTRICAL OPERATIONS,2150,Division of Electrical Operations,3275,Electrical Construction,4280,Electrical Construction Support,BX 18,10,8185,Assistant General Superintendent,Annual,1,1,121188.00,121188.00
Local,88,DWM,314,Sewer Fund,1025,OPERATIONS AND DISTRIBUTION,2025,Bureau of Operations and Distribution,3261,System Installation and Maintenance,4012,Sewer System Installation and Maintenance,B 12,1,303,Administrative Assistant III,Annual,2,1,80232.00,160464.00
Local,91,CPL,346,Library Fund,1005,CHICAGO PUBLIC LIBRARY,2005,Chicago Public Library,3005,Administration and Support Services,0,,B 12,1,1342,Senior Personnel Assistant,Annual,2,1,88044.00,176088.00
Local,88,DWM,314,Sewer Fund,1025,OPERATIONS AND DISTRIBUTION,2025,Bureau of Operations and Distribution,3359,Evaluations,0,,G 07,4,5613,Civil Engineer III,Annual,2,1,105108.00,210216.00
Local,6,DOIT,100,Corporate Fund,1005,DOIT,2005,Department of Innovation and Technology,3310,Planning Policy and Management,0,,3 00,0,649,Project Manager - DoIT,Annual,1,1,98700.00,98700.00
Local,91,CPL,346,Library Fund,1005,CHICAGO PUBLIC LIBRARY,2005,Chicago Public Library,3016,Technical Services,0,,B 08,1,447,Senior Library Clerk,Annual,1,1,33240.00,33240.00
Local,85,AVIATION,740,Chicago O'Hare Airport Fund,1005,AVIATION,2015,Chicago-O'Hare International Airport,3015,Chicago-O'Hare International Airport,4400,Administration,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,1092.00,1092.00
Local,57,CPD,100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3455,Court Liaison Section,0,,B 09,1,665,Senior Data Entry Operator,Annual,1,1,52800.00,52800.00
Local,59,CFD,100,Corporate Fund,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4122,Special Operations,F 1B,87,8801,Firefighter - EMT,Annual,1,1,59730.00,59730.00
Local,81,DSS,100,Corporate Fund,1030,BUREAU OF STREET OPERATIONS,2045,Bureau of Street Operations,3320,Equipment Support Services,0,,2 0,42,7633,Hoisting Engineer,Hourly,1,1,51.10,106288.00
Local,6,DOIT,100,Corporate Fund,1005,DOIT,2005,Department of Innovation and Technology,3380,Data Science Office,0,,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,2219.00,2219.00
Local,57,CPD,100,Corporate Fund,1005,Chicago Police Department,2016,Bureau of Detectives,3275,Area Criminal Investigation,0,,B 11,1,438,Timekeeper - CPD,Annual,3,1,80232.00,240696.00
Local,27,FINANCE,740,Chicago O'Hare Airport Fund,1005,FINANCE,2012,Accounting and Financial Reporting,3019,Accounting and Financial Reporting,4054,Enterprise Auditing and Accounting,G 05,4,102,Accountant II,Annual,1,1,65040.00,65040.00
Local,91,CPL,346,Library Fund,1005,CHICAGO PUBLIC LIBRARY,2005,Chicago Public Library,3010,References and Circulation Services,0,,B 12,1,303,Administrative Assistant III,Annual,1,1,48168.00,48168.00
Local,57,CPD,100,Corporate Fund,1005,Chicago Police Department,2007,Office of the First Deputy,3435,Detached Services Unit,0,,D 01,91,9161,Police Officer,Annual,4,1,93354.00,373416.00
Local,81,DSS,100,Corporate Fund,1020,BUREAU OF RODENT CONTROL,2025,Bureau of Rodent Control,3078,Cart Management,0,,3 00,20,8184,General Superintendent,Annual,1,1,126504.00,126504.00
CDBG,21,HOUSING,0J45,Community Development Block Grant Year XLV,1005,DEPT OF HOUSING,2558,Emergency Repair,3558,Emergency Repair,0,,BX 16,10,1940,Supervising Rehabilitation Construction Specialist,Annual,1,1,67800.00,67800.00
Local,57,CPD,100,Corporate Fund,1005,Chicago Police Department,2035,Bureau of Technical Services,3316,Services / Records / Response,4270,Field Services Section,B 10,1,431,Clerk IV,Annual,1,1,66612.00,66612.00
Local,54,PLANNING AND DEVELOPMENT,100,Corporate Fund,1005,Planning and Development,2005,Department of Planning and Development,3088,Zoning and Land Use,4029,Zoning Ordinance,G 06,4,5431,Senior Landscape Plan Examiner,Annual,1,1,96360.00,96360.00
Local,59,CFD,740,Chicago O'Hare Airport Fund,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4718,Fire Suppression and Rescue,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,74769.00,74769.00
Local,88,DWM,200,Water Fund,1005,COMMISSIONER'S OFFICE,2005,Commissioner's Office,3010,Public Relations,0,,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,1548.00,1548.00
Local,1,MAYOR,100,Corporate Fund,1005,OFFICE OF THE MAYOR,2005,Office of the Mayor,3005,Executive,0,,1 00,0,9637,Administrative Assistant,Annual,1,1,74208.00,74208.00
Local,58,OEMC,100,Corporate Fund,1010,OEMC,2705,Office of Emergency Management and Communications,3050,City Operations,4146,Crossing Guards,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,25020.00,25020.00
Local,31,LAW,100,Corporate Fund,1005,LAW,2005,Department of Law,3039,Investigations and Prosecutions,4041,Prosecutions,B 12,1,863,Legal Secretary,Annual,1,1,80232.00,80232.00
Local,88,DWM,200,Water Fund,1035,METER SERVICES,2035,Bureau of Meter Services,3350,Water Meter Installation and Repair,0,,B 08,1,430,Clerk III,Annual,1,1,60744.00,60744.00
Local,58,OEMC,100,Corporate Fund,1010,OEMC,2705,Office of Emergency Management and Communications,3045,Non-Emergency Services,4135,Operations Non-Emergency Services,B 14,1,8614,Supervisor of 3-1-1 Operations,Annual,1,1,88044.00,88044.00
Local,88,DWM,200,Water Fund,1020,WATER SUPPLY,2020,Bureau of Water Supply,3210,Water Pumping,0,,2 0,21,7357,Marine Pilot,Hourly,1,1,52.99,110219.00
Local,85,AVIATION,740,Chicago O'Hare Airport Fund,1005,AVIATION,2015,Chicago-O'Hare International Airport,3015,Chicago-O'Hare International Airport,4717,Skilled Trades,2 0,39,4636,Foreman of Painters,Hourly,2,1,52.37,217859.00
Local,84,CDOT,100,Corporate Fund,1150,ELECTRICAL OPERATIONS,2150,Division of Electrical Operations,3270,Electrical Operations and Maintenance,4270,Electrical Administration,1 00,9,9679,Deputy Commissioner,Annual,1,1,131664.00,131664.00
Local,50,DFSS,100,Corporate Fund,1005,FAMILY AND SUPPORT SERVICES,2005,Department of Family and Support Services,3009,Grant Development  Policy and Planning,0,,GY 07,10,2902,Chief Research Analyst,Annual,1,1,86856.00,86856.00
Grant,50,DFSS,0Y10,Community Services Block Grant,1005,FAMILY AND SUPPORT SERVICES,2805,Community Services Block Grant,3805,Community Services Block Grant,0,,BX 15,10,1912,Project Coordinator,Annual,1,1,58968.00,58968.00
Local,27,FINANCE,100,Corporate Fund,1005,FINANCE,2015,Financial Strategy and Operations,3017,Financial Operations,4036,Payroll Systems and Operations,BX 17,10,121,Payroll Administrator,Annual,1,1,115656.00,115656.00
Local,88,DWM,200,Water Fund,1015,ENGINEERING SERVICES,2015,Bureau of Engineering Services,3110,Engineering Services,0,,3 00,20,5630,Coordinating Engineer I,Annual,1,1,112248.00,112248.00
Local,57,CPD,100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3429,Office of Community Policing,0,,BX 15,20,1910,Information Service Coordinator,Annual,1,1,83628.00,83628.00
Local,33,DHR,100,Corporate Fund,1005,HUMAN RESOURCES,2005,Department of Human Resources,3040,Employment Services  Hiring and Compensation,4046,Employee Processing,G 08,4,1380,Recruiter,Annual,1,1,99684.00,99684.00
Local,23,DCASE,355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,1005,DCASE,2015,Department of Cultural Affairs and Special Events,3215,Events Programming,4235,Event Permits,BX 15,10,1756,Cultural Affairs Coordinator II,Annual,2,1,58968.00,117936.00
Local,39,ELECTIONS,100,Corporate Fund,1005,BOARD OF ELECTION COMMISSIONER,2005,Election and Administration Division,3020,Election Support,0,,Z 08,69,9308,Clerk - Board of Elections,Annual,1,1,37536.00,37536.00
Local,88,DWM,314,Sewer Fund,1015,ENGINEERING SERVICES,2015,Bureau of Engineering Services,3121,Design and Construction Services,4004,Sewer Design and Construction Services,G 07,4,5613,Civil Engineer III,Annual,2,1,69444.00,138888.00
CDBG,41,HEALTH,0J45,Community Development Block Grant Year XLV,1005,DEPARTMENT OF PUBLIC HEALTH,2598,Mental Health Clinics,3577,Mental Health Clinics,0,,B 12,1,303,Administrative Assistant III,Annual,2,1,88044.00,176088.00
